id,發布日期,標題,報驗受理日期,進口商(公司名稱),製造廠或出口商名稱
2765,2013/07/23,日本出口「保存容器」檢出其它衛生項目不符規定(),2013/06/04,台灣大創百貨股份有限公司,大創產業株式會社
2768,2013/07/23,美國出口「鮮水蜜桃」檢出殘留農藥含量不符規定,2013/06/21,鳴和實業有限公司,"PARAMOUNT EXPORT COMPANY."
2769,2013/07/23,"義大利出口「脫水乾燥蘑菇粉	」檢出殘留農藥含量不符規定",2013/06/24,聯合利華股份有限公司,"NEW FOODS INDUSTRY S.P.A."
2770,2013/07/23,馬來西亞出口「芝麻蘇打」檢出甜味劑含量不符規定,2013/06/24,東珈企業有限公司,"HELLO JELLO FOOD MANUFACTURING SDN BHD"
2771,2013/07/23,"中國大陸出口「辣椒	」檢出殘留農藥含量不符規定",2013/06/24,穠全農產有限公司,"KUNMING WANYUEGUAN IMPORT&amp;EXPORT CO.,LTD"
2772,2013/07/23,"越南出口「調味湯塊	」檢出漂白劑含量不符規定",2013/06/25,慕南有限公司,"VIET HUONG"
2773,2013/07/23,美國出口「鮮桃」檢出殘留農藥含量不符規定,2013/06/28,金果貿易有限公司,"KINGSBURG ORCHARDS"
2774,2013/07/23,美國出口「水蜜桃」檢出殘留農藥含量不符規定,2013/06/29,啟照企業股份有限公司,"STANDARD FRUITS INC."
2753,2013/07/16,日本出口「保存容器」檢出其它衛生項目不符規定(),2013/05/28,台灣大創百貨股份有限公司,大創產業株式會社
2754,2013/07/16,美國出口「美國BRIANNAS切達沙拉醬」檢出防腐劑含量不符規定,2013/06/14,廣紘國際股份有限公司,"DEL SOL FOOD CO., INC."
2755,2013/07/16,中國大陸出口「辣椒」檢出殘留農藥含量不符規定,2013/06/14,金興源有限公司,"KUNMING WANYUEGUAN IMPORT&amp;EXPORT CO.,LTD"
2756,2013/07/16,越南出口「調味湯塊」檢出漂白劑含量不符規定,2013/06/17,慕南有限公司,"VIET HUONG"
2757,2013/07/16,泰國出口「辣椒乾」檢出殘留農藥含量不符規定,2013/06/17,愛比西有限公司,"SIAMMAKRO CO.,LTD."
2758,2013/07/16,"中國大陸出口「彩椒	」檢出殘留農藥含量不符規定",2013/06/17,美源物產加工廠,"SHOUGUANG GREEN FOOD CO.,LTD."
2759,2013/07/16,中國大陸出口「彩椒」檢出殘留農藥含量不符規定,2013/06/17,永鴻貿易有限公司,"QINGDAO FDG ORGANIC FOOD CO.,LTD."
2760,2013/07/16,泰國出口「鹽漬筍」檢出防腐劑含量不符規定,2013/06/17,美源物產加工廠,"KIMHENG VEGGY IMPORT &amp; EXPORT CO., LTD."
2762,2013/07/16,"中國大陸出口「鮮甜椒	」檢出殘留農藥含量不符規定",2013/06/17,澎雲企業有限公司,"SHOUGUANG GREEN FOOD CO.,LTD"
2763,2013/07/16,"日本出口「鮮柑橘	」檢出殘留農藥含量不符規定",2013/06/21,奕達運通有限公司,"NEWS CORPORATION, INC."
2764,2013/07/16,美國出口「鮮水蜜桃」檢出殘留農藥含量不符規定,2013/06/21,禎鴻企業有限公司,"CAL EX TRADING CO., INC."
2761,2013/07/16,中國大陸出口「鮮甜椒」檢出殘留農藥含量不符規定,2013/06/17,茂農順有限公司,"HEFEI WANGJIA IMP &amp; EXP CO., LTD."
2737,2013/07/09,中國大陸出口「新鮮甜椒」檢出殘留農藥含量不符規定,2013/06/01,緯峻有限公司,"SHOUGUANG GREEN FOOD CO., LTD."
2738,2013/07/09,泰國出口「冷凍旭蟹」檢出重金屬含量不符規定,2013/06/05,漁富原企業有限公司,"FU CHIN FUNG CO.,LTD"
2739,2013/07/09,日本出口「英式奶茶用紅茶」檢出殘留農藥含量不符規定,2013/06/05,統一午茶風光股份有限公司,AMALFI合同會社
2740,2013/07/09,日本出口「特級玄米綠茶」檢出殘留農藥含量不符規定,2013/06/07,御匯有限公司,"INTERTEE HANDELSGESELLSCHAFT MBH"
2741,2013/07/09,中國大陸出口「鮮甜椒」檢出殘留農藥含量不符規定,2013/06/07,緯峻有限公司,"SHOUGUANG GREEN FOOD CO.,LTD"
2742,2013/07/09,中國大陸出口「鮮甜椒」檢出殘留農藥含量不符規定,2013/06/07,緯峻有限公司,"SHOUGUANG GREEN FOOD CO.,LTD"
2743,2013/07/09,美國出口「鮮蟠桃」檢出殘留農藥含量不符規定,2013/06/08,瑜寧企業有限公司,"CAL EX TRADING CO., INC."
2744,2013/07/09,美國出口「鮮蟠桃」檢出殘留農藥含量不符規定,2013/06/10,瑜寧企業有限公司,"CAL EX TRADING CO., INC."
2745,2013/07/09,加拿大出口「冷凍去骨之豬後腿肉、肩胛肉、腰內肉、大里脊及其切割肉」檢出動物用藥殘留不符規定,2013/06/10,力勤農產有限公司,"MAPLE LEAF FOODS INC"
2746,2013/07/09,越南出口「調味湯塊」檢出漂白劑含量不符規定,2013/06/11,慕南有限公司,"VIET HUONG"
2747,2013/07/09,日本出口「UCC霧之冰紅茶」檢出殘留農藥含量不符規定,2013/06/11,優仕咖啡股份有限公司,UCC上島珈琲株式會社
2748,2013/07/09,中國大陸出口「菊花」檢出殘留農藥含量不符規定,2013/06/11,鑽荃有限公司,"WEI JA TONG TRADING CO.,LTD."
2749,2013/07/09,中國大陸出口「甜椒」檢出殘留農藥含量不符規定,2013/06/11,永鴻貿易有限公司,"QINGDAO FDG ORGANIC FOOD CO.,LTD."
2750,2013/07/09,越南出口「辣椒蝦鹽」檢出含非法定著色劑,2013/06/14,全統商行,"THE HIEN"
2751,2013/07/09,越南出口「龍蝦」檢出動物用藥殘留不符規定,2013/06/16,羿軒食品有限公司,"HOANG HA COMMERCIAL CO.,LTD"
2752,2013/07/09,美國出口「鮮桃」檢出殘留農藥含量不符規定,2013/06/17,啟照企業股份有限公司,"STANDARD FRUITS INC."
2720,2013/07/02,日本出口「保存容器」檢出其它衛生項目不符規定(耐熱溫度),2013/05/10,台灣大創百貨股份有限公司,大創產業株式會社
2721,2013/07/02,美國出口「芹菜」檢出殘留農藥含量不符規定,2013/05/30,上鮮農產有限公司,"SACA TRADING"
2722,2013/07/02,瑞典出口「奶油巧克力杏仁蛋糕」檢出微生物含量不符規定,2013/06/04,宜家家居股份有限公司,"IKEA FOOD"
2723,2013/07/02,"印尼出口「活龍蝦	」檢出重金屬含量不符規定",2013/06/04,明洲水產科技股份有限公司,
2724,2013/07/02,越南出口「香米」檢出殘留農藥含量不符規定,2013/06/04,宇進實業股份有限公司,"TUONGLAN AGREX CO., LTD."
2725,2013/07/02,"越南出口「鹽漬竹筍	」檢出防腐劑含量不符規定",2013/06/04,振遠有限公司,"YEN THANH JOINT STOCK COMPANY"
2726,2013/07/02,"美國出口「鮮桃	」檢出殘留農藥含量不符規定",2013/06/06,啟照企業股份有限公司,"STANDARD FRUITS INC."
2727,2013/07/02,美國出口「水蜜桃」檢出殘留農藥含量不符規定,2013/06/07,金果貿易有限公司,"JACKSON FANILY FARMS"
2728,2013/07/02,美國出口「蟠桃」檢出殘留農藥含量不符規定,2013/06/08,弘果有限公司,"CAL EX TRADING CO.,INC."
2729,2013/07/02,美國出口「鮮蟠桃」檢出殘留農藥含量不符規定,2013/06/08,台鮮有限公司,"CAL EX TRADING CO., INC."
2730,2013/07/02,美國出口「鮮蟠桃」檢出殘留農藥含量不符規定,2013/06/08,百益貿易有限公司,"CAL EX TRADING CO., INC."
2710,2013/06/25,印度出口「紅辣椒粉」檢出殘留農藥含量不符規定,2013/05/13,欣臨企業股份有限公司,"INDIAN PRODUCTS LIMITED"
2711,2013/06/25,緬甸出口「綠豆未去殼」檢出殘留農藥含量不符規定,2013/05/28,民晉行貿易股份有限公司,"TRIPLE FISH COMPANY LIMITED"
2712,2013/06/25,中國大陸出口「薏苡仁萃取物」檢出防腐劑含量不符規定,2013/05/30,韋鎮實業有限公司,"HUACHENG BIOTECH"
2713,2013/06/25,"韓國出口「乾紅棗	」檢出殘留農藥含量不符規定",2013/05/09,韓濟名味品有限公司,BOSUNG(株)
2714,2013/06/25,"美國出口「KIRKLAND SIGNATURE冷凍藍莓	」檢出殘留農藥含量不符規定",2013/05/20,好市多股份有限公司,"CILUMBIA FRUIT"
2715,2013/06/25,"美國出口「鮮藍苺	」檢出殘留農藥含量不符規定",2013/05/30,弘果有限公司,"DELICA NORTH AMERICA INC."
2716,2013/06/25,日本出口「抹茶粉」檢出殘留農藥含量不符規定,2013/05/27,星野烘焙事業股份有限公司,"株式會社 丸久小山園"
2717,2013/06/25,"日本出口「保存容器	」檢出其它衛生項目不符規定(耐熱溫度)",2013/05/10,台灣大創百貨股份有限公司,大創產業株式會社
2718,2013/06/25,"法國出口「冷凍覆盆子顆粒	」檢出殘留農藥含量不符規定",2013/05/21,元寶實業股份有限公司,"PONTHIER SA"
2719,2013/06/25,巴基斯坦出口「葫蘆巴」檢出殘留農藥含量不符規定,2013/05/29,諾曼地國際有限公司,"IQRA TRADING INT'L PVT., LTD"
2701,2013/06/18,美國出口「冷凍雞腿」檢出動物用藥殘留不符規定,2013/05/13,強匠冷凍食品股份有限公司,"TYSON FOODS INC"
2702,2013/06/18,"美國出口「冷凍豬腳	」檢出動物用藥殘留不符規定",2013/05/16,品安食品有限公司,
2703,2013/06/18,"瑞典出口「奶油巧克力杏仁蛋糕	」檢出微生物含量不符規定",2013/05/16,宜家家居股份有限公司,
2704,2013/06/18,美國出口「鮮草莓」檢出殘留農藥含量不符規定,2013/05/19,佳藍園藝工程有限公司,DRISCOLL'S
2705,2013/06/18,日本出口「日式抹茶粉5號#B20138」檢出殘留農藥含量不符規定,2013/05/21,金吉晟企業有限公司,"NANZANEN CO.,LTD"
2706,2013/06/18,"美國出口「威而猛膠囊	」檢出其它衛生項目不符規定()",2013/05/21,泓亞生物科技有限公司,"SUNBANCE PHARMACEUTICALS INC."
2707,2013/06/18,"中國大陸出口「乾菊花(黃菊花)	」檢出殘留農藥含量不符規定",2013/05/22,啟和貿易有限公司,"KIUK KWONG COMPANY"
2708,2013/06/18,日本出口「AGF宇治抹茶入煎茶粉」檢出殘留農藥含量不符規定,2013/05/22,裕毛屋企業股份有限公司,"味之素GENERAL FOODS 株式會社"
2709,2013/06/18,美國出口「芝麻菜」檢出殘留農藥含量不符規定,2013/05/23,比佛利食品股份有限公司,"L.A. SPECIALTY"
2683,2013/06/11,美國出口「能量凝膠(原味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2684,2013/06/11,"美國出口「能量凝膠(濃縮咖啡口味)	」檢出防腐劑含量不符規定",2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2685,2013/06/11,美國出口「能量凝膠(黑莓口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2686,2013/06/11,美國出口「能量凝膠(柑橘口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2687,2013/06/11,"美國出口「能量凝膠(巧克力口味)	」檢出防腐劑含量不符規定",2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2688,2013/06/11,美國出口「能量凝膠(藍莓口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2689,2013/06/11,美國出口「能量凝膠(草莓香蕉口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2690,2013/06/11,美國出口「能量凝膠(檸檬口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2691,2013/06/11,美國出口「能量凝膠(薄荷巧克力口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2692,2013/06/11,美國出口「能量凝膠(香草口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2693,2013/06/11,美國出口「能量凝膠(花生奶油口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2694,2013/06/11,美國出口「能量凝膠(莓果口味)」檢出防腐劑含量不符規定,2013/04/23,好樂適有限公司,"GU ENERGY LABS"
2695,2013/06/11,"韓國出口「碳酸鈣 DS-03(DS-NANOCAL 20)」檢出漂白劑含量不符規定",2013/04/26,統園企業股份有限公司,"DOOSAN CORPORATION"
2696,2013/06/11,"美國出口「威而猛膠囊	」檢出其它衛生項目不符規定()",2013/04/30,泓亞生物科技有限公司,"SUNDANCE PHARMACEUTICALS INC."
2697,2013/06/11,中國大陸出口「冠碟魚」檢出動物用藥殘留不符規定,2013/05/09,水漾海產有限公司,"ZHANGZHOU DONGHAO SEAFOODS CO.,LTD"
2698,2013/06/11,中國大陸出口「花椒」檢出殘留農藥含量不符規定,2013/05/13,寶之川股份有限公司,王月
2699,2013/06/11,"越南出口「調味粉	」檢出甜味劑含量不符規定",2013/05/14,慕南有限公司,"KIM HUNG"
2700,2013/06/11,"日本出口「溫州蜜柑		」檢出殘留農藥含量不符規定",2013/05/16,尚農實業有限公司,"YAJI CO.,LTD."
2676,2013/06/04,緬甸出口「綠豆」檢出殘留農藥含量不符規定,2013/04/19,華順貿易有限公司,"LA MIN HTEIN HTEIN THAR TRADING CO., LTD."
2677,2013/06/04,"印尼出口「米餅	」檢出甜味劑含量不符規定",2013/05/02,東南亞國際事業有限公司,"CV. TREES FILIAE"
2678,2013/06/04,日本出口「檸檬香料」檢出殘留農藥含量不符規定,2013/05/02,養樂多股份有限公司,株式會社養樂多原料社
2679,2013/06/04,泰國出口「辣椒乾」檢出殘留農藥含量不符規定,2013/05/06,佳廣企業行,"SANSAI CELADON CO.,LTD."
2680,2013/06/04,日本出口「寶特瓶專用烏龍茶包」檢出殘留農藥含量不符規定,2013/05/09,台灣大創百貨股份有限公司,日東食品工業株式會社
2681,2013/06/04,"日本出口「寶特瓶專用綠茶	」檢出殘留農藥含量不符規定",2013/05/09,台灣大創百貨股份有限公司,日東食品工業株式會社
2682,2013/06/04,中國大陸出口「調味粉」檢出殘留農藥含量不符規定,2013/05/06,立啟貿易股份有限公司,天津頂益食品有限公司
2668,2013/05/28,澳大利亞出口「小麥」檢出殘留農藥含量不符規定,2013/04/11,豐盟企業股份有限公司,"RIORDAN GRAIN SERVICES"
2669,2013/05/28,越南出口「豌豆莢」檢出殘留農藥含量不符規定,2013/04/24,禾豐農產股份有限公司,"MUONG HOA CO., LTD"
2670,2013/05/28,"越南出口「甜豆莢	」檢出殘留農藥含量不符規定",2013/04/24,禾豐農產股份有限公司,"MUONG HOA CO., LTD"
2671,2013/05/28,"法國出口「玉米碎粒	」檢出殘留農藥含量不符規定",2013/04/24,慶桂實業有限公司,"COSTIMEX DACSA FRANCE"
2672,2013/05/28,"印度出口「辣椒」檢出殘留農藥含量不符規定,其它衛生項目不符規定()",2013/04/29,穎寶企業有限公司,"PHU SON IMPORT EXPORT COMPANY LIMITED"
2673,2013/05/28,日本出口「菠菜」檢出殘留農藥含量不符規定,2013/04/30,商田實業有限公司,"YAJI CO.,LTD"
2674,2013/05/28,中國大陸出口「花椒」檢出殘留農藥含量不符規定,2013/05/01,高誠中藥貿易行,"SHENZHEN XIONGWEISHUN TRADE CO., LTD."
2675,2013/05/28,"中國大陸出口「白蘿蔔	」檢出殘留農藥含量不符規定",2013/04/29,琦軒有限公司,"QINGDAO DONGXIN FOODS CO.,LTD."
2655,2013/05/21,日本出口「保存容器」檢出其它衛生項目不符規定(),2013/03/21,台灣大創百貨股份有限公司,大創產業株式會社
2656,2013/05/21,"澳大利亞出口「豌豆	」檢出殘留農藥含量不符規定",2013/04/09,年冠實業股份有限公司,"UNIGRAIN PTY LTD"
2657,2013/05/21,日本出口「飲料主劑(抹茶粉)」檢出殘留農藥含量不符規定,2013/04/12,香港商可口可樂有限公司台灣分公司,"MITSUI &amp; CO., LTD."
2658,2013/05/21,"日本出口「XPM5緊密食物保存盒L 綠	」檢出其它衛生項目不符規定()",2013/04/12,臺隆工業股份有限公司,"RYUSEI INTERNATIONAL INC"
2659,2013/05/21,日本出口「甘草油」檢出其它衛生項目不符規定(),2013/04/17,登盛企業股份有限公司,"KANEKA CORPORATION"
2660,2013/05/21,"印度出口「活蟳	」檢出重金屬含量不符規定",2013/04/22,祤襐企業有限公司,"BING FENG EXPORTS"
2661,2013/05/21,日本出口「黃金柑」檢出殘留農藥含量不符規定,2013/04/22,梅村水果有限公司,"MEIKO TRADING CO LTD"
2662,2013/05/21,"泰國出口「泰國小老闆厚片海苔(蕃茄味)	」檢出甜味劑含量不符規定",2013/04/22,優協賣場協銷企劃有限公司,"TAOKAENOI FOOD &amp; MARKETING CO.,LTD."
2663,2013/05/21,日本出口「鮮草莓」檢出殘留農藥含量不符規定,2013/04/22,梅村水果有限公司,"MEIKO TRADING CO LTD"
2664,2013/05/21,"越南出口「NGOC LIEN 春捲魚醬(春捲魚醬)	」檢出防腐劑含量不符規定",2013/04/22,群亞昇龍國際貿易開發有限公司,"NGOC LIEN CO.LTD"
2665,2013/05/21,"中國大陸出口「枸杞(非中藥用)	」檢出殘留農藥含量不符規定",2013/04/22,自然大地生機有限公司,"ULTIMATE SUPERFOODS ,INC."
2666,2013/05/21,"中國大陸出口「乾銀耳 (銀耳屬)」檢出殘留農藥含量不符規定",2013/04/23,群院貿易有限公司,"SHING SHUN GLOBAL TRADING (HK) CO."
2667,2013/05/21,"美國出口「鮮藍苺	」檢出殘留農藥含量不符規定",2013/04/25,丞聯農產股份有限公司,"CAL EX TRADING CO.,INC."
2645,2013/05/14,智利出口「鮮葡萄」檢出殘留農藥含量不符規定,2013/04/09,好巿多股份有限公司,"EXPORTADORA SUBSOLE S.A."
2646,2013/05/14,日本出口「乾燥蘿蔔葉(顆粒)」檢出殘留農藥含量不符規定,2013/04/11,常富有機生物科技有限公司,"JOETSU FOODS CO.,LTD."
2647,2013/05/14,智利出口「鮮油桃」檢出殘留農藥含量不符規定,2013/04/12,家果貿易有限公司,"EXPORTADORA PRIZE LTDA EXPORTADORA"
2648,2013/05/14,越南出口「調味粉」檢出其它衛生項目不符規定(),2013/04/15,慕南有限公司,"KIM HUNG"
2649,2013/05/14,瑞典出口「奶油巧克力杏仁蛋糕」檢出微生物含量不符規定,2013/04/16,宜家家居股份有限公司,"IKEA FOOD"
2650,2013/05/14,中國大陸出口「草荳蔻」檢出漂白劑含量不符規定,2013/04/17,景田貿易股份有限公司,"QI FA CHINESE RAW MEDICINE"
2651,2013/05/14,澳大利亞出口「天鵝龍蝦」檢出重金屬含量不符規定,2013/04/18,佳陞水產股份有限公司,"NATIONAL FISHERIES PTY LTD."
2652,2013/05/14,日本出口「冷藏墨魚」檢出重金屬含量不符規定,2013/04/18,力川貿易有限公司,"LONG DE TRADE CO.,LTD"
2653,2013/05/14,"荷蘭出口「芝麻葉	」檢出殘留農藥含量不符規定",2013/04/19,東遠國際有限公司,"PARIS GASTRONOMY"
2654,2013/05/14,"緬甸出口「綠豆	」檢出殘留農藥含量不符規定",2013/04/19,順元堂漢方生物科技有限公司,"PYEI PHYO AUNG CO., LTD."
2626,2013/05/07,"日本出口「RYUSEI INTERNATIONAL INC	XPM3緊密食物保存盒S 粉紅	」檢出其它衛生項目不符規定()",2013/03/19,臺隆工業股份有限公司,"RYUSEI INTERNATIONAL INC"
2627,2013/05/07,義大利出口「芝麻葉」檢出殘留農藥含量不符規定,2013/03/22,東遠國際有限公司,"PARIS GASTRONOMY"
2628,2013/05/07,"越南出口「去殼花生	」檢出黃麴毒素含量不符規定",2013/03/30,洪吉亞企業有限公司,"THANH PHAT AGRICULTURAL PRODUCTS PROCESSING-TRADING-SERVICE COMPANY LIMITED"
2629,2013/05/07,緬甸出口「乾綠豆」檢出殘留農藥含量不符規定,2013/04/01,信成股份有限公司,"PYEI PHYO AUNG CO., LTD."
2630,2013/05/07,中國大陸出口「白木耳」檢出殘留農藥含量不符規定,2013/04/02,必利企業有限公司,古田縣城關嘉泰菇品經營部
2631,2013/05/07,"日本出口「三豐	中華海蜇皮」檢出漂白劑含量不符規定",2013/04/03,富帆貿易有限公司,株式會社三豐
2632,2013/05/07,緬甸出口「乾綠豆」檢出殘留農藥含量不符規定,2013/04/06,順元堂漢方生物科技有限公司,"PYEI PHYO AUNG CO., LTD."
2637,2013/05/07,中國大陸出口「冷凍墨魚頭」檢出其它衛生項目不符規定(),2013/04/08,農貿國際農業有限公司,"DONGSHAN HONGXIANG  AQUATIC PRODUCTS CO.,LTD."
2638,2013/05/07,中國大陸出口「花椒」檢出殘留農藥含量不符規定,2013/04/08,東泉生技有限公司,"SHENZHEN RAOJIN TRADING CO.,LTD."
2639,2013/05/07,"中國大陸出口「山楂 	」檢出殘留農藥含量不符規定",2013/04/08,璟元堂生物科技有限公司,"DONG FEI TRADING CO., LTD."
2640,2013/05/07,中國大陸出口「蓮子(小粒蓮子)(已加工乾燥)」檢出黃麴毒素含量不符規定,2013/04/08,廷和貿易行,"TGLC THE GREAT LAND CO."
2641,2013/05/07,印尼出口「活蟳」檢出重金屬含量不符規定,2013/04/09,富雍有限公司,"PT.RUNA EKA JAYA"
2642,2013/05/07,"緬甸出口「EAGLE	綠豆」檢出殘留農藥含量不符規定",2013/04/09,信成股份有限公司,"NEW GOLDEN GATE (1991) CO., LTD"
2643,2013/05/07,印度出口「辣椒」檢出殘留農藥含量不符規定,2013/04/10,欣宏達實業有限公司,"BAFNA ENTERPRISES"
2644,2013/05/07,美國出口「櫻桃糖漿」檢出防腐劑含量不符規定,2013/04/12,捷盟行銷股份有限公司,"SUNNYSKY PRODUCT"
2622,2013/04/30,"美國出口「PIVOTAL	水解膠原蛋白」檢出防腐劑含量不符規定",2013/03/22,鴻翰國際貿易有限公司,"VM NUTRITIONAL, INC."
2623,2013/04/30,中國大陸出口「活蟶」檢出動物用藥殘留不符規定,2013/04/02,曏竭企業有限公司,"XIAMEN SUN LIGHT TRAE CO.,LTD."
2624,2013/04/30,"美國出口「PIVOTAL	水解膠原蛋白」檢出防腐劑含量不符規定",2013/04/03,鴻翰國際貿易有限公司,"VM NUTRITIONAL, INC."
2625,2013/04/30,"菲律賓出口「RAINBOW CONNECTION	龍蝦苗」檢出重金屬含量不符規定",2013/04/04,世界聯合水產有限公司,"RAINBOW CONNECTION"
2608,2013/04/23,越南出口「鹽漬辣椒」檢出殘留農藥含量不符規定,2013/03/15,瑞升國際股份有限公司,"VIET NAM AGRICULTURE TO EXPAND INVEST JOINT STOCK COMPANY"
2609,2013/04/23,越南出口「冷凍草蝦仁」檢出動物用藥殘留不符規定,2013/03/18,信大冷凍水產有限公司,"QUOC AI SEAFOOD PROCESSING IMPORT EXPORT COMPANY LIMITED"
2610,2013/04/23,"印度出口「紅茶包	」檢出殘留農藥含量不符規定",2013/03/19,向虹園貿易有限公司,三井農林(株)
2611,2013/04/23,日本出口「AGF宇治抹茶粉瓶」檢出殘留農藥含量不符規定,2013/03/19,向虹園貿易有限公司,"味之素通用食品 (株)"
2612,2013/04/23,越南出口「鹽漬辣椒」檢出殘留農藥含量不符規定,2013/03/22,瑞升國際股份有限公司,"MAI TRANG PRO CORP"
2613,2013/04/23,智利出口「鮮油桃」檢出殘留農藥含量不符規定,2013/03/22,頂尖蔬果企業有限公司,"EXPORTADORA TRIOFRUT LIMITADA"
2614,2013/04/23,"日本出口「鮮蜜瓜	」檢出殘留農藥含量不符規定",2013/03/26,全弘水果有限公司,"MEIKO TRADING CO LTD"
2615,2013/04/23,中國大陸出口「冷凍虎鰻魚片」檢出其它衛生項目不符規定(),2013/03/26,東和食品工業股份有限公司,"BEIHAI BOSTON FROZEN FOOD CO.,LTD"
2616,2013/04/23,日本出口「靜岡煎茶(綠茶)」檢出殘留農藥含量不符規定,2013/03/26,子愛貿易有限公司,"株式會社 八卷園"
2617,2013/04/23,菲律賓出口「活龍蝦」檢出重金屬含量不符規定,2013/03/28,新達國際貿易有限公司,"RAINBOW CONNECTION"
2618,2013/04/23,日本出口「鮮草莓」檢出殘留農藥含量不符規定,2013/03/28,富順水果有限公司,"MEIKO TRADING CO LTD"
2619,2013/04/23,菲律賓出口「活龍蝦」檢出重金屬含量不符規定,2013/03/27,金枝國際有限公司,"CHEN KAO MARINE CORP."
2620,2013/04/23,法國出口「水蜜桃乾」檢出漂白劑含量不符規定,2013/03/29,東遠國際有限公司,"SELECTION GOURMET"
2621,2013/04/23,"美國出口「活龍蝦(蟹祖) 」檢出重金屬含量不符規定",2013/03/30,羿軒食品有限公司,"AA FOOD INC.DBA LOBSTER IMPORT EXPORT"
2599,2013/04/16,瑞典出口「奶油巧克力杏仁蛋糕」檢出微生物含量不符規定,2013/03/14,宜家家居股份有限公司,"ALMONDY AB"
2600,2013/04/16,中國大陸出口「八角」檢出漂白劑含量不符規定,2013/03/15,葛瑞特洋菜企業有限公司,"RIGHTONE INTERNATIONAL TRADING CO.,LTD."
2601,2013/04/16,印尼出口「小波紋」檢出重金屬含量不符規定,2013/03/18,海葵企業有限公司,"PT.RUNA EKA JAYA"
2602,2013/04/16,"中國大陸出口「山楂 (山楂片)」檢出殘留農藥含量不符規定",2013/03/19,添利貿易有限公司,"SHEN FA TRADING COMPANY LTD"
2603,2013/04/16,中國大陸出口「薄荷」檢出殘留農藥含量不符規定,2013/03/19,詠昇堂貿易商行,"SHENZHEN XIONGWEISHUN TRADE CO., LTD."
2604,2013/04/16,美國出口「蟹祖」檢出重金屬含量不符規定,2013/03/20,富餘實業有限公司,"BOSTON WHOLESALE LOBSTER CORP."
2605,2013/04/16,義大利出口「芝麻葉」檢出殘留農藥含量不符規定,2013/03/22,東遠國際有限公司,"PARIS GASTRONOMY"
2606,2013/04/16,印尼出口「活龍蝦」檢出重金屬含量不符規定,2013/03/23,九州國際水產有限公司,"PT.BHAKTI PERSADA"
2607,2013/04/16,日本出口「鮮草莓」檢出殘留農藥含量不符規定,2013/03/23,全弘水果有限公司,
2585,2013/04/09,"澳大利亞出口「SARA LEE冷凍覆盆莓」檢出殘留農藥含量不符規定",2013/02/21,惠康百貨股份有限公司,"SARA LEE AUSTRALIA"
2586,2013/04/09,越南出口「鹽漬辣椒」檢出殘留農藥含量不符規定,2013/03/13,瑞升國際股份有限公司,"MAI TRANG PRO CORP"
2587,2013/04/09,日本出口「綠茶」檢出殘留農藥含量不符規定,2013/03/06,大石興業有限公司,(株)大石貿易
2588,2013/04/09,印度出口「伯爵茶(業務用)」檢出殘留農藥含量不符規定,2013/03/06,統一午茶風光股份有限公司,株式會社TEEJ
2589,2013/04/09,日本出口「鮮草莓」檢出殘留農藥含量不符規定,2013/03/12,全弘水果有限公司,"MEIKO TRADING CO LTD"
2590,2013/04/09,加拿大出口「活龍蝦（蟹祖）」檢出重金屬含量不符規定,2013/03/12,久大水產有限公司,R&amp;D
2591,2013/04/09,菲律賓出口「活龍蝦」檢出重金屬含量不符規定,2013/03/13,金枝國際有限公司,"CHEN KAO MARINE CORP."
2592,2013/04/09,菲律賓出口「龍蝦苗」檢出重金屬含量不符規定,2013/03/13,新達國際貿易有限公司,"RAINBOW CONNECTION"
2593,2013/04/09,越南出口「鹽漬辣椒」檢出殘留農藥含量不符規定,2013/03/04,瑞升國際股份有限公司,"MAI TRANG PRO CORP"
2594,2013/04/09,美國出口「蘆薈萃取物」檢出防腐劑含量不符規定,2013/03/14,明通化學製藥股份有限公司,"BI NUTRACEUTICALS"
2595,2013/04/09,日本出口「大豆萃取物(含大豆異黃酮)」檢出防腐劑含量不符規定,2013/03/14,台灣荃新股份有限公司,"TOKIWA PHYTOCHEMICAL CO.,LTD"
2596,2013/04/09,印度出口「紅茶」檢出殘留農藥含量不符規定,2013/03/14,桔揚股份有限公司,"SSK EXPORTS LIMITED"
2597,2013/04/09,日本出口「活松葉蟹」檢出重金屬含量不符規定,2013/03/15,速飛亞國際食品有限公司,"LONG DE TRADE CO., LTD."
